race_key,runner_id,horse_name,check_name,status,expected_value,actual_value,absolute_difference,tolerance,evidence
2026-05-30|CAULFIELD|R01,15637214,Qayed,SPLIT_EQUALS_CUMULATIVE_DIFFERENCE,PASS,11.66,11.66,0,0.02,Split 400m-200m compared with difference between cumulative markers.
2026-05-30|CAULFIELD|R01,15637214,Qayed,SPLIT_EQUALS_CUMULATIVE_DIFFERENCE,PASS,12.21,12.21,0,0.02,Split 200m-FINISH compared with difference between cumulative markers.
2026-05-30|CAULFIELD|R01,15637214,Qayed,TIME_VARIATION_IS_CENTISECONDS,PASS,78,78,0,1.01,Source TimeVarToWinner compared with runner-minus-winner time multiplied by 100.
2026-05-30|CAULFIELD|R01,15637214,Qayed,DISTANCE_VARIATION_EQUALS_DISTANCE_DIFFERENCE,PASS,1,1,0,0.01,Source DistanceVarToWinner compared with runner distance minus winner distance.
2026-05-30|CAULFIELD|R01,15637371,Carnevale,SPLIT_SUM_RECONCILES_TIMING_WINDOW,PASS,74.47,74.47,0,0.02,Supplied SplitTimes cover the full race and their sum reconciles with runner race time.
2026-05-30|CAULFIELD|R01,15637371,Carnevale,LAST_600_EQUALS_600M_CUMULATIVE,PASS,36.03,36.03,0,0.02,Runner SixHundredMetresTime compared with the 600m cumulative sectional.
2026-05-30|CAULFIELD|R01,15637371,Carnevale,LAST_200_EQUALS_200M_CUMULATIVE,PASS,12.52,12.52,0,0.02,Runner TwoHundredMetresTime compared with the 200m cumulative sectional.
2026-05-30|CAULFIELD|R01,15637371,Carnevale,SPLIT_EQUALS_CUMULATIVE_DIFFERENCE,NOT_TESTED,,14.41,,0.02,Split 1200m-1000m compared with difference between cumulative markers.
2026-05-30|CAULFIELD|R01,15637371,Carnevale,SPLIT_EQUALS_CUMULATIVE_DIFFERENCE,PASS,11.68,11.68,0,0.02,Split 1000m-800m compared with difference between cumulative markers.
2026-05-30|CAULFIELD|R01,15637371,Carnevale,SPLIT_EQUALS_CUMULATIVE_DIFFERENCE,PASS,12.35,12.35,0,0.02,Split 800m-600m compared with difference between cumulative markers.
2026-05-30|CAULFIELD|R01,15637371,Carnevale,SPLIT_EQUALS_CUMULATIVE_DIFFERENCE,PASS,11.84,11.84,0,0.02,Split 600m-400m compared with difference between cumulative markers.
2026-05-30|CAULFIELD|R01,15637371,Carnevale,SPLIT_EQUALS_CUMULATIVE_DIFFERENCE,PASS,11.67,11.67,0,0.02,Split 400m-200m compared with difference between cumulative markers.
2026-05-30|CAULFIELD|R01,15637371,Carnevale,SPLIT_EQUALS_CUMULATIVE_DIFFERENCE,PASS,12.52,12.52,0,0.02,Split 200m-FINISH compared with difference between cumulative markers.
2026-05-30|CAULFIELD|R01,15637371,Carnevale,TIME_VARIATION_IS_CENTISECONDS,PASS,87,87,0,1.01,Source TimeVarToWinner compared with runner-minus-winner time multiplied by 100.
2026-05-30|CAULFIELD|R01,15637371,Carnevale,DISTANCE_VARIATION_EQUALS_DISTANCE_DIFFERENCE,PASS,-3,-3,0,0.01,Source DistanceVarToWinner compared with runner distance minus winner distance.
2026-05-30|CAULFIELD|R01,15636586,Crank,SPLIT_SUM_RECONCILES_TIMING_WINDOW,PASS,74.98,74.98,0,0.02,Supplied SplitTimes cover the full race and their sum reconciles with runner race time.
2026-05-30|CAULFIELD|R01,15636586,Crank,LAST_600_EQUALS_600M_CUMULATIVE,PASS,36.66,36.66,0,0.02,Runner SixHundredMetresTime compared with the 600m cumulative sectional.
2026-05-30|CAULFIELD|R01,15636586,Crank,LAST_200_EQUALS_200M_CUMULATIVE,PASS,12.87,12.87,0,0.02,Runner TwoHundredMetresTime compared with the 200m cumulative sectional.
2026-05-30|CAULFIELD|R01,15636586,Crank,SPLIT_EQUALS_CUMULATIVE_DIFFERENCE,NOT_TESTED,,14.34,,0.02,Split 1200m-1000m compared with difference between cumulative markers.
2026-05-30|CAULFIELD|R01,15636586,Crank,SPLIT_EQUALS_CUMULATIVE_DIFFERENCE,PASS,11.65,11.65,0,0.02,Split 1000m-800m compared with difference between cumulative markers.
2026-05-30|CAULFIELD|R01,15636586,Crank,SPLIT_EQUALS_CUMULATIVE_DIFFERENCE,PASS,12.33,12.33,0,0.02,Split 800m-600m compared with difference between cumulative markers.
2026-05-30|CAULFIELD|R01,15636586,Crank,SPLIT_EQUALS_CUMULATIVE_DIFFERENCE,PASS,12,12,0,0.02,Split 600m-400m compared with difference between cumulative markers.
2026-05-30|CAULFIELD|R01,15636586,Crank,SPLIT_EQUALS_CUMULATIVE_DIFFERENCE,PASS,11.79,11.79,0,0.02,Split 400m-200m compared with difference between cumulative markers.
2026-05-30|CAULFIELD|R01,15636586,Crank,SPLIT_EQUALS_CUMULATIVE_DIFFERENCE,PASS,12.87,12.87,0,0.02,Split 200m-FINISH compared with difference between cumulative markers.
2026-05-30|CAULFIELD|R01,15636586,Crank,TIME_VARIATION_IS_CENTISECONDS,PASS,138,138,0,1.01,Source TimeVarToWinner compared with runner-minus-winner time multiplied by 100.
2026-05-30|CAULFIELD|R01,15636586,Crank,DISTANCE_VARIATION_EQUALS_DISTANCE_DIFFERENCE,PASS,2,2,0,0.01,Source DistanceVarToWinner compared with runner distance minus winner distance.
2026-05-30|CAULFIELD|R02,15632846,Flyer,SPLIT_SUM_RECONCILES_TIMING_WINDOW,PASS,72.34,72.34,0,0.02,Supplied SplitTimes cover the full race and their sum reconciles with runner race time.
2026-05-30|CAULFIELD|R02,15632846,Flyer,LAST_600_EQUALS_600M_CUMULATIVE,PASS,36.25,36.25,0,0.02,Runner SixHundredMetresTime compared with the 600m cumulative sectional.
2026-05-30|CAULFIELD|R02,15632846,Flyer,LAST_200_EQUALS_200M_CUMULATIVE,PASS,12.64,12.64,0,0.02,Runner TwoHundredMetresTime compared with the 200m cumulative sectional.
2026-05-30|CAULFIELD|R02,15632846,Flyer,SPLIT_EQUALS_CUMULATIVE_DIFFERENCE,NOT_TESTED,,14.36,,0.02,Split 1200m-1000m compared with difference between cumulative markers.
2026-05-30|CAULFIELD|R02,15632846,Flyer,SPLIT_EQUALS_CUMULATIVE_DIFFERENCE,PASS,10.72,10.72,0,0.02,Split 1000m-800m compared with difference between cumulative markers.
2026-05-30|CAULFIELD|R02,15632846,Flyer,SPLIT_EQUALS_CUMULATIVE_DIFFERENCE,PASS,11.01,11.01,0,0.02,Split 800m-600m compared with difference between cumulative markers.
2026-05-30|CAULFIELD|R02,15632846,Flyer,SPLIT_EQUALS_CUMULATIVE_DIFFERENCE,PASS,11.87,11.87,0,0.02,Split 600m-400m compared with difference between cumulative markers.
2026-05-30|CAULFIELD|R02,15632846,Flyer,SPLIT_EQUALS_CUMULATIVE_DIFFERENCE,PASS,11.74,11.74,0,0.02,Split 400m-200m compared with difference between cumulative markers.
2026-05-30|CAULFIELD|R02,15632846,Flyer,SPLIT_EQUALS_CUMULATIVE_DIFFERENCE,PASS,12.64,12.64,0,0.02,Split 200m-FINISH compared with difference between cumulative markers.
2026-05-30|CAULFIELD|R02,15632846,Flyer,TIME_VARIATION_IS_CENTISECONDS,PASS,0,0,0,1.01,Source TimeVarToWinner compared with runner-minus-winner time multiplied by 100.
2026-05-30|CAULFIELD|R02,15632846,Flyer,DISTANCE_VARIATION_EQUALS_DISTANCE_DIFFERENCE,NOT_TESTED,0,,,0.01,Source DistanceVarToWinner compared with runner distance minus winner distance.
2026-05-30|CAULFIELD|R02,15632846,Flyer,WINNER_TIME_EQUALS_RACE_TIME,PASS,72.34,72.34,0,0.02,Winning runner race time compared with supplied race-level race time.
2026-05-30|CAULFIELD|R02,15637377,Luna Cat,SPLIT_SUM_RECONCILES_TIMING_WINDOW,PASS,72.49,72.49,0,0.02,Supplied SplitTimes cover the full race and their sum reconciles with runner race time.
2026-05-30|CAULFIELD|R02,15637377,Luna Cat,LAST_600_EQUALS_600M_CUMULATIVE,PASS,36.38,36.38,0,0.02,Runner SixHundredMetresTime compared with the 600m cumulative sectional.
2026-05-30|CAULFIELD|R02,15637377,Luna Cat,LAST_200_EQUALS_200M_CUMULATIVE,PASS,12.67,12.67,0,0.02,Runner TwoHundredMetresTime compared with the 200m cumulative sectional.
2026-05-30|CAULFIELD|R02,15637377,Luna Cat,SPLIT_EQUALS_CUMULATIVE_DIFFERENCE,NOT_TESTED,,14.36,,0.02,Split 1200m-1000m compared with difference between cumulative markers.
2026-05-30|CAULFIELD|R02,15637377,Luna Cat,SPLIT_EQUALS_CUMULATIVE_DIFFERENCE,PASS,10.88,10.88,0,0.02,Split 1000m-800m compared with difference between cumulative markers.
2026-05-30|CAULFIELD|R02,15637377,Luna Cat,SPLIT_EQUALS_CUMULATIVE_DIFFERENCE,PASS,10.87,10.87,0,0.02,Split 800m-600m compared with difference between cumulative markers.
2026-05-30|CAULFIELD|R02,15637377,Luna Cat,SPLIT_EQUALS_CUMULATIVE_DIFFERENCE,PASS,11.89,11.89,0,0.02,Split 600m-400m compared with difference between cumulative markers.
2026-05-30|CAULFIELD|R02,15637377,Luna Cat,SPLIT_EQUALS_CUMULATIVE_DIFFERENCE,PASS,11.82,11.82,0,0.02,Split 400m-200m compared with difference between cumulative markers.
2026-05-30|CAULFIELD|R02,15637377,Luna Cat,SPLIT_EQUALS_CUMULATIVE_DIFFERENCE,PASS,12.67,12.67,0,0.02,Split 200m-FINISH compared with difference between cumulative markers.
2026-05-30|CAULFIELD|R02,15637377,Luna Cat,TIME_VARIATION_IS_CENTISECONDS,PASS,15,15,0,1.01,Source TimeVarToWinner compared with runner-minus-winner time multiplied by 100.
2026-05-30|CAULFIELD|R02,15637377,Luna Cat,DISTANCE_VARIATION_EQUALS_DISTANCE_DIFFERENCE,PASS,-2,-2,0,0.01,Source DistanceVarToWinner compared with runner distance minus winner distance.
2026-05-30|CAULFIELD|R02,15635698,Emmadella,SPLIT_SUM_RECONCILES_TIMING_WINDOW,PASS,72.57,72.57,0,0.02,Supplied SplitTimes cover the full race and their sum reconciles with runner race time.
2026-05-30|CAULFIELD|R02,15635698,Emmadella,LAST_600_EQUALS_600M_CUMULATIVE,PASS,36.85,36.85,0,0.02,Runner SixHundredMetresTime compared with the 600m cumulative sectional.
2026-05-30|CAULFIELD|R02,15635698,Emmadella,LAST_200_EQUALS_200M_CUMULATIVE,PASS,12.77,12.77,0,0.02,Runner TwoHundredMetresTime compared with the 200m cumulative sectional.
2026-05-30|CAULFIELD|R02,15635698,Emmadella,SPLIT_EQUALS_CUMULATIVE_DIFFERENCE,NOT_TESTED,,14.15,,0.02,Split 1200m-1000m compared with difference between cumulative markers.
2026-05-30|CAULFIELD|R02,15635698,Emmadella,SPLIT_EQUALS_CUMULATIVE_DIFFERENCE,PASS,10.78,10.78,0,0.02,Split 1000m-800m compared with difference between cumulative markers.
2026-05-30|CAULFIELD|R02,15635698,Emmadella,SPLIT_EQUALS_CUMULATIVE_DIFFERENCE,PASS,10.79,10.79,0,0.02,Split 800m-600m compared with difference between cumulative markers.
2026-05-30|CAULFIELD|R02,15635698,Emmadella,SPLIT_EQUALS_CUMULATIVE_DIFFERENCE,PASS,11.92,11.92,0,0.02,Split 600m-400m compared with difference between cumulative markers.
2026-05-30|CAULFIELD|R02,15635698,Emmadella,SPLIT_EQUALS_CUMULATIVE_DIFFERENCE,PASS,12.16,12.16,0,0.02,Split 400m-200m compared with difference between cumulative markers.
2026-05-30|CAULFIELD|R02,15635698,Emmadella,SPLIT_EQUALS_CUMULATIVE_DIFFERENCE,PASS,12.77,12.77,0,0.02,Split 200m-FINISH compared with difference between cumulative markers.
2026-05-30|CAULFIELD|R02,15635698,Emmadella,TIME_VARIATION_IS_CENTISECONDS,PASS,23,23,0,1.01,Source TimeVarToWinner compared with runner-minus-winner time multiplied by 100.
2026-05-30|CAULFIELD|R02,15635698,Emmadella,DISTANCE_VARIATION_EQUALS_DISTANCE_DIFFERENCE,PASS,-3,-3,0,0.01,Source DistanceVarToWinner compared with runner distance minus winner distance.
2026-05-30|CAULFIELD|R02,15634936,Swift Force,SPLIT_SUM_RECONCILES_TIMING_WINDOW,PASS,72.6,72.6,0,0.02,Supplied SplitTimes cover the full race and their sum reconciles with runner race time.
2026-05-30|CAULFIELD|R02,15634936,Swift Force,LAST_600_EQUALS_600M_CUMULATIVE,PASS,37.99,37.99,0,0.02,Runner SixHundredMetresTime compared with the 600m cumulative sectional.
2026-05-30|CAULFIELD|R02,15634936,Swift Force,LAST_200_EQUALS_200M_CUMULATIVE,PASS,13.31,13.31,0,0.02,Runner TwoHundredMetresTime compared with the 200m cumulative sectional.
2026-05-30|CAULFIELD|R02,15634936,Swift Force,SPLIT_EQUALS_CUMULATIVE_DIFFERENCE,NOT_TESTED,,13.42,,0.02,Split 1200m-1000m compared with difference between cumulative markers.
2026-05-30|CAULFIELD|R02,15634936,Swift Force,SPLIT_EQUALS_CUMULATIVE_DIFFERENCE,PASS,10.39,10.39,0,0.02,Split 1000m-800m compared with difference between cumulative markers.
2026-05-30|CAULFIELD|R02,15634936,Swift Force,SPLIT_EQUALS_CUMULATIVE_DIFFERENCE,PASS,10.8,10.8,0,0.02,Split 800m-600m compared with difference between cumulative markers.
2026-05-30|CAULFIELD|R02,15634936,Swift Force,SPLIT_EQUALS_CUMULATIVE_DIFFERENCE,PASS,11.99,11.99,0,0.02,Split 600m-400m compared with difference between cumulative markers.
2026-05-30|CAULFIELD|R02,15634936,Swift Force,SPLIT_EQUALS_CUMULATIVE_DIFFERENCE,PASS,12.69,12.69,0,0.02,Split 400m-200m compared with difference between cumulative markers.
2026-05-30|CAULFIELD|R02,15634936,Swift Force,SPLIT_EQUALS_CUMULATIVE_DIFFERENCE,PASS,13.31,13.31,0,0.02,Split 200m-FINISH compared with difference between cumulative markers.
2026-05-30|CAULFIELD|R02,15634936,Swift Force,TIME_VARIATION_IS_CENTISECONDS,PASS,26,26,0,1.01,Source TimeVarToWinner compared with runner-minus-winner time multiplied by 100.
2026-05-30|CAULFIELD|R02,15634936,Swift Force,DISTANCE_VARIATION_EQUALS_DISTANCE_DIFFERENCE,PASS,-2,-2,0,0.01,Source DistanceVarToWinner compared with runner distance minus winner distance.
2026-05-30|CAULFIELD|R02,15622358,Zunna,SPLIT_SUM_RECONCILES_TIMING_WINDOW,PASS,72.71,72.71,0,0.02,Supplied SplitTimes cover the full race and their sum reconciles with runner race time.
2026-05-30|CAULFIELD|R02,15622358,Zunna,LAST_600_EQUALS_600M_CUMULATIVE,PASS,37.06,37.06,0,0.02,Runner SixHundredMetresTime compared with the 600m cumulative sectional.
2026-05-30|CAULFIELD|R02,15622358,Zunna,LAST_200_EQUALS_200M_CUMULATIVE,PASS,13.1,13.1,0,0.02,Runner TwoHundredMetresTime compared with the 200m cumulative sectional.
2026-05-30|CAULFIELD|R02,15622358,Zunna,SPLIT_EQUALS_CUMULATIVE_DIFFERENCE,NOT_TESTED,,14.35,,0.02,Split 1200m-1000m compared with difference between cumulative markers.
