race_date,day_bucket,track,normalised_track,meeting_type,race_no,race_key,distance,track_condition,track_rating,rail_position,weather,weather_wind_direction,weather_wind_speed,weather_rain,weather_min,weather_max,rainfall,weather_status,weather_completeness_pct,track_bias_band,track_bias_confidence,track_fit_band,weather_summary,source,built_at
2026-07-02,TOMORROW,Sportsbet-Ballarat Synthetic,BALLARAT SYNTHETIC,COUNTRY,3,2026-07-02_BALLARATSYNTHETIC_R3,1400m,Synth,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SOURCE_GAP,0.0,UNKNOWN,SOURCE_GAP,UNKNOWN,"Sportsbet-Ballarat Synthetic R3: weather UNKNOWN, rain UNKNOWN, wind UNKNOWN UNKNOWN; track Synth UNKNOWN. Weather source status SOURCE_GAP.",RACING_COM_GETMEETSBYMONTH_PLUS_GETRACENUMBERLIST,2026-07-01T19:46:30+00:00
2026-07-02,TOMORROW,Sportsbet-Ballarat Synthetic,BALLARAT SYNTHETIC,COUNTRY,4,2026-07-02_BALLARATSYNTHETIC_R4,1400m,Synth,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SOURCE_GAP,0.0,UNKNOWN,SOURCE_GAP,UNKNOWN,"Sportsbet-Ballarat Synthetic R4: weather UNKNOWN, rain UNKNOWN, wind UNKNOWN UNKNOWN; track Synth UNKNOWN. Weather source status SOURCE_GAP.",RACING_COM_GETMEETSBYMONTH_PLUS_GETRACENUMBERLIST,2026-07-01T19:46:30+00:00
2026-07-02,TOMORROW,Sportsbet-Ballarat Synthetic,BALLARAT SYNTHETIC,COUNTRY,5,2026-07-02_BALLARATSYNTHETIC_R5,2100m,Synth,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SOURCE_GAP,0.0,UNKNOWN,SOURCE_GAP,UNKNOWN,"Sportsbet-Ballarat Synthetic R5: weather UNKNOWN, rain UNKNOWN, wind UNKNOWN UNKNOWN; track Synth UNKNOWN. Weather source status SOURCE_GAP.",RACING_COM_GETMEETSBYMONTH_PLUS_GETRACENUMBERLIST,2026-07-01T19:46:30+00:00
2026-07-02,TOMORROW,Sportsbet-Ballarat Synthetic,BALLARAT SYNTHETIC,COUNTRY,6,2026-07-02_BALLARATSYNTHETIC_R6,1200m,Synth,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SOURCE_GAP,0.0,UNKNOWN,SOURCE_GAP,UNKNOWN,"Sportsbet-Ballarat Synthetic R6: weather UNKNOWN, rain UNKNOWN, wind UNKNOWN UNKNOWN; track Synth UNKNOWN. Weather source status SOURCE_GAP.",RACING_COM_GETMEETSBYMONTH_PLUS_GETRACENUMBERLIST,2026-07-01T19:46:30+00:00
2026-07-02,TOMORROW,Sportsbet-Ballarat Synthetic,BALLARAT SYNTHETIC,COUNTRY,7,2026-07-02_BALLARATSYNTHETIC_R7,1000m,Synth,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SOURCE_GAP,0.0,UNKNOWN,SOURCE_GAP,UNKNOWN,"Sportsbet-Ballarat Synthetic R7: weather UNKNOWN, rain UNKNOWN, wind UNKNOWN UNKNOWN; track Synth UNKNOWN. Weather source status SOURCE_GAP.",RACING_COM_GETMEETSBYMONTH_PLUS_GETRACENUMBERLIST,2026-07-01T19:46:30+00:00
2026-07-02,TOMORROW,Sportsbet-Ballarat Synthetic,BALLARAT SYNTHETIC,COUNTRY,8,2026-07-02_BALLARATSYNTHETIC_R8,1500m,Synth,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SOURCE_GAP,0.0,UNKNOWN,SOURCE_GAP,UNKNOWN,"Sportsbet-Ballarat Synthetic R8: weather UNKNOWN, rain UNKNOWN, wind UNKNOWN UNKNOWN; track Synth UNKNOWN. Weather source status SOURCE_GAP.",RACING_COM_GETMEETSBYMONTH_PLUS_GETRACENUMBERLIST,2026-07-01T19:46:30+00:00
2026-07-03,DAY+2,Sportsbet-Ballarat Synthetic,BALLARAT SYNTHETIC,,1,2026-07-03_BALLARATSYNTHETIC_R1,1000m,Synth,8,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SOURCE_GAP,0.0,UNKNOWN,SOURCE_GAP,UNKNOWN,"Sportsbet-Ballarat Synthetic R1: weather UNKNOWN, rain UNKNOWN, wind UNKNOWN UNKNOWN; track Synth 8. Weather source status SOURCE_GAP.",RACING_COM_GETMEETSBYMONTH_PLUS_GETRACENUMBERLIST,2026-07-01T19:46:30+00:00
2026-07-03,DAY+2,Sportsbet-Ballarat Synthetic,BALLARAT SYNTHETIC,,2,2026-07-03_BALLARATSYNTHETIC_R2,1200m,Synth,8,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SOURCE_GAP,0.0,UNKNOWN,SOURCE_GAP,UNKNOWN,"Sportsbet-Ballarat Synthetic R2: weather UNKNOWN, rain UNKNOWN, wind UNKNOWN UNKNOWN; track Synth 8. Weather source status SOURCE_GAP.",RACING_COM_GETMEETSBYMONTH_PLUS_GETRACENUMBERLIST,2026-07-01T19:46:30+00:00
2026-07-03,DAY+2,Sportsbet-Ballarat Synthetic,BALLARAT SYNTHETIC,,3,2026-07-03_BALLARATSYNTHETIC_R3,1500m,Synth,8,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SOURCE_GAP,0.0,UNKNOWN,SOURCE_GAP,UNKNOWN,"Sportsbet-Ballarat Synthetic R3: weather UNKNOWN, rain UNKNOWN, wind UNKNOWN UNKNOWN; track Synth 8. Weather source status SOURCE_GAP.",RACING_COM_GETMEETSBYMONTH_PLUS_GETRACENUMBERLIST,2026-07-01T19:46:30+00:00
2026-07-03,DAY+2,Sportsbet-Ballarat Synthetic,BALLARAT SYNTHETIC,,4,2026-07-03_BALLARATSYNTHETIC_R4,1500m,Synth,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SOURCE_GAP,0.0,UNKNOWN,SOURCE_GAP,UNKNOWN,"Sportsbet-Ballarat Synthetic R4: weather UNKNOWN, rain UNKNOWN, wind UNKNOWN UNKNOWN; track Synth UNKNOWN. Weather source status SOURCE_GAP.",RACING_COM_GETMEETSBYMONTH_PLUS_GETRACENUMBERLIST,2026-07-01T19:46:30+00:00
2026-07-03,DAY+2,Sportsbet-Ballarat Synthetic,BALLARAT SYNTHETIC,,5,2026-07-03_BALLARATSYNTHETIC_R5,1500m,Synth,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SOURCE_GAP,0.0,UNKNOWN,SOURCE_GAP,UNKNOWN,"Sportsbet-Ballarat Synthetic R5: weather UNKNOWN, rain UNKNOWN, wind UNKNOWN UNKNOWN; track Synth UNKNOWN. Weather source status SOURCE_GAP.",RACING_COM_GETMEETSBYMONTH_PLUS_GETRACENUMBERLIST,2026-07-01T19:46:30+00:00
2026-07-03,DAY+2,Sportsbet-Ballarat Synthetic,BALLARAT SYNTHETIC,,6,2026-07-03_BALLARATSYNTHETIC_R6,2100m,Synth,8,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SOURCE_GAP,0.0,UNKNOWN,SOURCE_GAP,UNKNOWN,"Sportsbet-Ballarat Synthetic R6: weather UNKNOWN, rain UNKNOWN, wind UNKNOWN UNKNOWN; track Synth 8. Weather source status SOURCE_GAP.",RACING_COM_GETMEETSBYMONTH_PLUS_GETRACENUMBERLIST,2026-07-01T19:46:30+00:00
2026-07-03,DAY+2,Sportsbet-Ballarat Synthetic,BALLARAT SYNTHETIC,,7,2026-07-03_BALLARATSYNTHETIC_R7,1000m,Synth,8,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SOURCE_GAP,0.0,UNKNOWN,SOURCE_GAP,UNKNOWN,"Sportsbet-Ballarat Synthetic R7: weather UNKNOWN, rain UNKNOWN, wind UNKNOWN UNKNOWN; track Synth 8. Weather source status SOURCE_GAP.",RACING_COM_GETMEETSBYMONTH_PLUS_GETRACENUMBERLIST,2026-07-01T19:46:30+00:00
2026-07-03,DAY+2,Sportsbet-Ballarat Synthetic,BALLARAT SYNTHETIC,,8,2026-07-03_BALLARATSYNTHETIC_R8,1200m,Synth,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SOURCE_GAP,0.0,UNKNOWN,SOURCE_GAP,UNKNOWN,"Sportsbet-Ballarat Synthetic R8: weather UNKNOWN, rain UNKNOWN, wind UNKNOWN UNKNOWN; track Synth UNKNOWN. Weather source status SOURCE_GAP.",RACING_COM_GETMEETSBYMONTH_PLUS_GETRACENUMBERLIST,2026-07-01T19:46:30+00:00
2026-07-03,DAY+2,Sportsbet-Ballarat Synthetic,BALLARAT SYNTHETIC,,9,2026-07-03_BALLARATSYNTHETIC_R9,1200m,Synth,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SOURCE_GAP,0.0,UNKNOWN,SOURCE_GAP,UNKNOWN,"Sportsbet-Ballarat Synthetic R9: weather UNKNOWN, rain UNKNOWN, wind UNKNOWN UNKNOWN; track Synth UNKNOWN. Weather source status SOURCE_GAP.",RACING_COM_GETMEETSBYMONTH_PLUS_GETRACENUMBERLIST,2026-07-01T19:46:30+00:00
2026-07-03,DAY+2,Moe,MOE,COUNTRY,1,2026-07-03_MOE_R1,2447m,Heavy,9,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SOURCE_GAP,0.0,LOW_SAMPLE,SOURCE_GAP,UNKNOWN,"Moe R1: weather UNKNOWN, rain UNKNOWN, wind UNKNOWN UNKNOWN; track Heavy 9. Weather source status SOURCE_GAP.",RACING_COM_GETMEETSBYMONTH_PLUS_GETRACENUMBERLIST,2026-07-01T19:46:30+00:00
2026-07-03,DAY+2,Moe,MOE,COUNTRY,2,2026-07-03_MOE_R2,1217m,Heavy,9,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SOURCE_GAP,0.0,LOW_SAMPLE,SOURCE_GAP,UNKNOWN,"Moe R2: weather UNKNOWN, rain UNKNOWN, wind UNKNOWN UNKNOWN; track Heavy 9. Weather source status SOURCE_GAP.",RACING_COM_GETMEETSBYMONTH_PLUS_GETRACENUMBERLIST,2026-07-01T19:46:30+00:00
2026-07-03,DAY+2,Moe,MOE,COUNTRY,3,2026-07-03_MOE_R3,1217m,Heavy,9,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SOURCE_GAP,0.0,LOW_SAMPLE,SOURCE_GAP,UNKNOWN,"Moe R3: weather UNKNOWN, rain UNKNOWN, wind UNKNOWN UNKNOWN; track Heavy 9. Weather source status SOURCE_GAP.",RACING_COM_GETMEETSBYMONTH_PLUS_GETRACENUMBERLIST,2026-07-01T19:46:30+00:00
2026-07-03,DAY+2,Moe,MOE,COUNTRY,4,2026-07-03_MOE_R4,1628m,Heavy,9,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SOURCE_GAP,0.0,LOW_SAMPLE,SOURCE_GAP,UNKNOWN,"Moe R4: weather UNKNOWN, rain UNKNOWN, wind UNKNOWN UNKNOWN; track Heavy 9. Weather source status SOURCE_GAP.",RACING_COM_GETMEETSBYMONTH_PLUS_GETRACENUMBERLIST,2026-07-01T19:46:30+00:00
2026-07-03,DAY+2,Moe,MOE,COUNTRY,5,2026-07-03_MOE_R5,1628m,Heavy,9,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SOURCE_GAP,0.0,LOW_SAMPLE,SOURCE_GAP,UNKNOWN,"Moe R5: weather UNKNOWN, rain UNKNOWN, wind UNKNOWN UNKNOWN; track Heavy 9. Weather source status SOURCE_GAP.",RACING_COM_GETMEETSBYMONTH_PLUS_GETRACENUMBERLIST,2026-07-01T19:46:30+00:00
2026-07-03,DAY+2,Moe,MOE,COUNTRY,6,2026-07-03_MOE_R6,2447m,Heavy,9,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SOURCE_GAP,0.0,LOW_SAMPLE,SOURCE_GAP,UNKNOWN,"Moe R6: weather UNKNOWN, rain UNKNOWN, wind UNKNOWN UNKNOWN; track Heavy 9. Weather source status SOURCE_GAP.",RACING_COM_GETMEETSBYMONTH_PLUS_GETRACENUMBERLIST,2026-07-01T19:46:30+00:00
2026-07-03,DAY+2,Moe,MOE,COUNTRY,7,2026-07-03_MOE_R7,2088m,Heavy,9,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SOURCE_GAP,0.0,LOW_SAMPLE,SOURCE_GAP,UNKNOWN,"Moe R7: weather UNKNOWN, rain UNKNOWN, wind UNKNOWN UNKNOWN; track Heavy 9. Weather source status SOURCE_GAP.",RACING_COM_GETMEETSBYMONTH_PLUS_GETRACENUMBERLIST,2026-07-01T19:46:30+00:00
2026-07-03,DAY+2,Moe,MOE,COUNTRY,8,2026-07-03_MOE_R8,1117m,Heavy,9,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SOURCE_GAP,0.0,STRONG_POSITIVE,LOW,UNKNOWN,"Moe R8: weather UNKNOWN, rain UNKNOWN, wind UNKNOWN UNKNOWN; track Heavy 9. Weather source status SOURCE_GAP.",RACING_COM_GETMEETSBYMONTH_PLUS_GETRACENUMBERLIST,2026-07-01T19:46:30+00:00
